column_index,label_id,feature_name,atlas,disease,coverage_status,evidence_consistency,association_count,reference_ids,search_scope,search_alias,coverage_limit
153,158,N_Acc_R,AAL3,MCI,direct,mixed_significance_or_measurement,5,Banerjee2025;Fjell2010;Ledig2018;MCI2016;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",N Acc R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
154,159,VTA_L,AAL3,AD,indirect,see_individual_associations,1,DeMarco2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",VTA L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
154,159,VTA_L,AAL3,MCI,indirect,see_individual_associations,1,DeMarco2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",VTA L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
155,160,VTA_R,AAL3,AD,indirect,see_individual_associations,1,DeMarco2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",VTA R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
155,160,VTA_R,AAL3,MCI,indirect,see_individual_associations,1,DeMarco2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",VTA R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
156,161,SN_pc_L,AAL3,AD,indirect,mixed_significance_or_measurement,2,DeMarco2018;Krohn2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SN pc L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
156,161,SN_pc_L,AAL3,MCI,indirect,see_individual_associations,2,DeMarco2018;Krohn2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SN pc L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
157,162,SN_pc_R,AAL3,AD,indirect,mixed_significance_or_measurement,2,DeMarco2018;Krohn2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SN pc R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
157,162,SN_pc_R,AAL3,MCI,indirect,see_individual_associations,2,DeMarco2018;Krohn2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SN pc R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
158,163,SN_pr_L,AAL3,AD,indirect,mixed_significance_or_measurement,2,DeMarco2018;Krohn2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SN pr L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
158,163,SN_pr_L,AAL3,MCI,indirect,see_individual_associations,2,DeMarco2018;Krohn2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SN pr L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
159,164,SN_pr_R,AAL3,AD,indirect,mixed_significance_or_measurement,2,DeMarco2018;Krohn2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SN pr R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
159,164,SN_pr_R,AAL3,MCI,indirect,see_individual_associations,2,DeMarco2018;Krohn2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SN pr R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
160,165,Red_N_L,AAL3,AD,indirect,see_individual_associations,1,DeMarco2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Red N L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
160,165,Red_N_L,AAL3,MCI,indirect,see_individual_associations,1,DeMarco2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Red N L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
161,166,Red_N_R,AAL3,AD,indirect,see_individual_associations,1,DeMarco2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Red N R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
161,166,Red_N_R,AAL3,MCI,indirect,see_individual_associations,1,DeMarco2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Red N R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
162,167,LC_L,AAL3,AD,indirect,see_individual_associations,2,Dutt2020;Galgani2022,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",LC L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
162,167,LC_L,AAL3,MCI,indirect,see_individual_associations,2,Dutt2020;Galgani2022,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",LC L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
163,168,LC_R,AAL3,AD,indirect,see_individual_associations,2,Dutt2020;Galgani2022,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",LC R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
163,168,LC_R,AAL3,MCI,indirect,see_individual_associations,2,Dutt2020;Galgani2022,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",LC R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
164,169,Raphe_D,AAL3,AD,not_found,no_exact_evidence,0,,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Raphe D,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
164,169,Raphe_D,AAL3,MCI,indirect,see_individual_associations,1,Smith2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Raphe D,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
165,170,Raphe_M,AAL3,AD,not_found,no_exact_evidence,0,,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Raphe M,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
165,170,Raphe_M,AAL3,MCI,indirect,see_individual_associations,1,Smith2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Raphe M,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
